日期,地区,价格
2017-01-01,云南,5.138026806327123
2017-01-01,四川,4.798064979490964
2017-01-01,安徽,4.229926598629171
2017-01-01,山东,4.233174359200328
2017-01-01,广东,5.0230755013314585
2017-01-01,广西,5.371388728088016
2017-01-01,江苏,3.902031459594218
2017-01-01,江西,4.576394555735702
2017-01-01,浙江,3.8907145223307316
2017-01-01,海南,6.0421430777131775
2017-01-01,湖北,3.8685997875002816
2017-01-01,湖南,4.264437046557757
2017-01-01,福建,4.810201622281034
2017-01-01,贵州,4.908640433511723
2017-01-01,重庆,4.520458254160716
2017-01-02,云南,5.154960492993205
2017-01-02,四川,4.818071798772572
2017-01-02,安徽,4.382917470788926
2017-01-02,山东,4.248714763517626
2017-01-02,广东,5.09391232868877
2017-01-02,广西,5.395212981172875
2017-01-02,江苏,3.8905084549075495
2017-01-02,江西,4.669912744096804
2017-01-02,浙江,3.9418507000731355
2017-01-02,海南,6.109777198022372
2017-01-02,湖北,3.7810175750906514
2017-01-02,湖南,4.291090705377627
2017-01-02,福建,4.854543558395682
2017-01-02,贵州,4.915978052703241
2017-01-02,重庆,4.505918838373719
2017-01-03,云南,5.162461120511048
2017-01-03,四川,4.840368059196438
2017-01-03,安徽,4.4954724449127275
2017-01-03,山东,4.261195038545674
2017-01-03,广东,5.142428720610731
2017-01-03,广西,5.380154665584198
2017-01-03,江苏,3.8958391165756514
2017-01-03,江西,4.766898755444592
2017-01-03,浙江,3.995936820524563
2017-01-03,海南,6.132680352429336
2017-01-03,湖北,3.715951161091378
2017-01-03,湖南,4.2802226609799305
2017-01-03,福建,4.8959557843438795
2017-01-03,贵州,4.922907580423447
2017-01-03,重庆,4.485109903751493
2017-01-04,云南,5.181362169860714
2017-01-04,四川,4.867893054463567
2017-01-04,安徽,4.595145160187084
2017-01-04,山东,4.261226566217729
2017-01-04,广东,5.186393700633054
2017-01-04,广西,5.3964313647473405
2017-01-04,江苏,3.910321947152586
2017-01-04,江西,4.806845439660375
2017-01-04,浙江,4.040267161405649
2017-01-04,海南,6.189948951488852
2017-01-04,湖北,3.641441064043029
2017-01-04,湖南,4.274869384638163
2017-01-04,福建,4.983551965361712
2017-01-04,贵州,4.912143063200533
2017-01-04,重庆,4.464583244414294
2017-01-05,云南,5.200046574326947
2017-01-05,四川,4.889866329762048
2017-01-05,安徽,4.686008510972525
2017-01-05,山东,4.271523295204826
2017-01-05,广东,5.21732795269601
2017-01-05,广西,5.386053595075707
2017-01-05,江苏,3.9168489834542544
2017-01-05,江西,4.861479746831416
2017-01-05,浙江,4.089300911508292
2017-01-05,海南,6.207894674248745
2017-01-05,湖北,3.561368025681886
2017-01-05,湖南,4.280780096093322
2017-01-05,福建,5.023241660010196
2017-01-05,贵州,4.949979233167601
2017-01-05,重庆,4.445560833823257
2017-01-06,云南,5.2180273426873836
2017-01-06,四川,4.917531591116443
2017-01-06,安徽,4.762710273733855
2017-01-06,山东,4.262118505667795
2017-01-06,广东,5.246841386340997
2017-01-06,广西,5.397598410070201
2017-01-06,江苏,3.9181023820752525
2017-01-06,江西,4.904530380707836
2017-01-06,浙江,4.1343516893446335
2017-01-06,海南,6.262058745015262
2017-01-06,湖北,3.488627652849032
2017-01-06,湖南,4.285410135009179
2017-01-06,福建,5.05685930435726
2017-01-06,贵州,4.972616861787215
2017-01-06,重庆,4.424320626108705
2017-01-07,云南,5.231121254747051
2017-01-07,四川,4.94134605150035
2017-01-07,安徽,4.8133248329353915
2017-01-07,山东,4.250383438415784
2017-01-07,广东,5.271623667379571
2017-01-07,广西,5.402656097336719
2017-01-07,江苏,3.9217597166320375
2017-01-07,江西,4.9481747720390805
2017-01-07,浙江,4.17910680289865
2017-01-07,海南,6.3073676482911285
2017-01-07,湖北,3.403361997560082
2017-01-07,湖南,4.2870922353105065
2017-01-07,福建,5.091120497855532
2017-01-07,贵州,5.010873735456655
2017-01-07,重庆,4.4024915009286385
2017-01-08,云南,5.245701973430411
2017-01-08,四川,4.963364405774989
2017-01-08,安徽,4.879628509136759
2017-01-08,山东,4.2356172438296955
2017-01-08,广东,5.294105010176837
2017-01-08,广西,5.4078762953827075
2017-01-08,江苏,3.927668060419861
2017-01-08,江西,5.008066688079018
2017-01-08,浙江,4.221883558561882
2017-01-08,海南,6.356658650019018
2017-01-08,湖北,3.3143637526590357
2017-01-08,湖南,4.303435596443063
2017-01-08,福建,5.129620432698579
2017-01-08,贵州,5.032425656004612
2017-01-08,重庆,4.3808574676716825
2017-01-09,云南,5.259273249863392
2017-01-09,四川,4.985673129880292
2017-01-09,安徽,4.93881212365799
2017-01-09,山东,4.21526450375892
2017-01-09,广东,5.31531492185322
2017-01-09,广西,5.414925158305468
2017-01-09,江苏,3.933031678093439
2017-01-09,江西,5.052897629558588
2017-01-09,浙江,4.263556640278068
2017-01-09,海南,6.4164934354622005
2017-01-09,湖北,3.2273710803220967
2017-01-09,湖南,4.31102435921991
2017-01-09,福建,5.161523594268753
2017-01-09,贵州,5.047826733429111
2017-01-09,重庆,4.3586319202356405
2017-01-10,云南,5.2709194014335905
2017-01-10,四川,5.0062531233426615
2017-01-10,安徽,4.991956540918603
2017-01-10,山东,4.189050289870406
2017-01-10,广东,5.334374246686689
2017-01-10,广西,5.4169900093558505
2017-01-10,江苏,3.937268317396793
2017-01-10,江西,5.092359015833968
2017-01-10,浙江,4.30361198906013
2017-01-10,海南,6.471529019800686
2017-01-10,湖北,3.1333044165944397
2017-01-10,湖南,4.31575765901625
2017-01-10,福建,5.187711105768081
2017-01-10,贵州,5.067095529852666
2017-01-10,重庆,4.335901430590023
2017-01-11,云南,5.283053853100929
2017-01-11,四川,5.0263906397477225
2017-01-11,安徽,5.040814924245997
2017-01-11,山东,4.1589491272242505
2017-01-11,广东,5.351726887228058
2017-01-11,广西,5.421709975870014
2017-01-11,江苏,3.9414767062837512
2017-01-11,江西,5.126559593217804
2017-01-11,浙江,4.342526759414636
2017-01-11,海南,6.536093492634995
2017-01-11,湖北,3.035355393722636
2017-01-11,湖南,4.3213418370277035
2017-01-11,福建,5.216662308696612
2017-01-11,贵州,5.0796993575969696
2017-01-11,重庆,4.312813494386673
2017-01-12,云南,5.294367623487939
2017-01-12,四川,5.045749977647747
2017-01-12,安徽,5.083755195213803
2017-01-12,山东,4.122390175726346
2017-01-12,广东,5.367150380198002
2017-01-12,广西,5.425282077403081
2017-01-12,江苏,3.9461009476956153
2017-01-12,江西,5.157660238132019
2017-01-12,浙江,4.380115497957484
2017-01-12,海南,6.60090928502416
2017-01-12,湖北,2.9349472888373622
2017-01-12,湖南,4.328237371179312
2017-01-12,福建,5.241266468725926
2017-01-12,贵州,5.097631491289325
2017-01-12,重庆,4.289229775555203
2017-01-13,云南,5.305062145641703
2017-01-13,四川,5.064127529123942
2017-01-13,安徽,5.1246980372483995
2017-01-13,山东,4.081070387479577
2017-01-13,广东,5.3809476621534476
2017-01-13,广西,5.42908969336646
2017-01-13,江苏,3.950778498149024
2017-01-13,江西,5.187158418545564
2017-01-13,浙江,4.4165070941055395
2017-01-13,海南,6.670865093263922
2017-01-13,湖北,2.828866849422292
2017-01-13,湖南,4.335021449130408
2017-01-13,福建,5.262834230534078
2017-01-13,贵州,5.1135751300359535
2017-01-13,重庆,4.265155327762883
2017-01-14,云南,5.315201268611314
2017-01-14,四川,5.081897649105699
2017-01-14,安徽,5.159060704631652
2017-01-14,山东,4.034401132952878
2017-01-14,广东,5.39329202016266
2017-01-14,广西,5.43302308769308
2017-01-14,江苏,3.955269146136839
2017-01-14,江西,5.21410638304623
2017-01-14,浙江,4.451701764905289
2017-01-14,海南,6.746095834717567
2017-01-14,湖北,2.7189733648166596
2017-01-14,湖南,4.341603155305566
2017-01-14,福建,5.283356998080714
2017-01-14,贵州,5.130314846950362
2017-01-14,重庆,4.240623647384574
2017-01-15,云南,5.324814820028922
2017-01-15,四川,5.098889513460194
2017-01-15,安徽,5.190975476170326
2017-01-15,山东,3.982152100649782
2017-01-15,广东,5.404317074425574
2017-01-15,广西,5.436228399043628
2017-01-15,江苏,3.959678730792752
2017-01-15,江西,5.239431289664232
2017-01-15,浙江,4.485764686291492
2017-01-15,海南,6.824748872968379
2017-01-15,湖北,2.6051015029442075
2017-01-15,湖南,4.348597917087231
2017-01-15,福建,5.302018786459018
2017-01-15,贵州,5.146555078912072
2017-01-15,重庆,4.215603060006984
2017-01-16,云南,5.33395870730411
2017-01-16,四川,5.115187241549403
2017-01-16,安徽,5.220055123163529
2017-01-16,山东,3.924198203361033
2017-01-16,广东,5.414208815198546
2017-01-16,广西,5.439565358448548
2017-01-16,江苏,3.9641283113347487
2017-01-16,江西,5.262210549539681
2017-01-16,浙江,4.5187128281542615
2017-01-16,海南,6.909754716295307
2017-01-16,湖北,2.485766575353399
2017-01-16,湖南,4.355113672203932
2017-01-16,福建,5.319069134934485
2017-01-16,贵州,5.1604892412803265
2017-01-16,重庆,4.190080471529077
2017-01-17,云南,5.342546902381504
2017-01-17,四川,5.13084957706452
2017-01-17,安徽,5.246178777860307
2017-01-17,山东,3.860534973518851
2017-01-17,广东,5.423075835687006
2017-01-17,广西,5.442526163693925
2017-01-17,江苏,3.9685985743499184
2017-01-17,江西,5.282799119564707
2017-01-17,浙江,4.550594374134579
2017-01-17,海南,6.999328446338181
2017-01-17,湖北,2.3618142933200215
2017-01-17,湖南,4.361462242478388
2017-01-17,福建,5.334452940922274
2017-01-17,贵州,5.174713392663694
2017-01-17,重庆,4.164053923443181
2017-01-18,云南,5.350744115180953
2017-01-18,四川,5.145852308776503
2017-01-18,安徽,5.270228352016585
2017-01-18,山东,3.7907544859328177
2017-01-18,广东,5.431033613602004
2017-01-18,广西,5.4454179126729105
2017-01-18,江苏,3.9730377256629517
2017-01-18,江西,5.30156934674357
2017-01-18,浙江,4.581438827198009
2017-01-18,海南,7.094957415406233
2017-01-18,湖北,2.2329521687815856
2017-01-18,湖南,4.367876694733816
2017-01-18,福建,5.348716644140331
2017-01-18,贵州,5.187485419545047
2017-01-18,重庆,4.137510096642115
2017-01-19,云南,5.358510010638342
2017-01-19,四川,5.160254215085996
2017-01-19,安徽,5.291657717601706
2017-01-19,山东,3.7148195518466163
2017-01-19,广东,5.438171198653573
2017-01-19,广西,5.448207899575906
2017-01-19,江苏,3.9774450236747327
2017-01-19,江西,5.31868822079911
2017-01-19,浙江,4.61128181181
2017-01-19,海南,7.196688679062131
2017-01-19,湖北,2.0984976111729976
2017-01-19,湖南,4.374352317499484
2017-01-19,福建,5.36177155981575
2017-01-19,贵州,5.200174867463811
2017-01-19,重庆,4.1104377032111
2017-01-20,云南,5.365857885670323
2017-01-20,四川,5.17407089124129
2017-01-20,安徽,5.311415124836509
2017-01-20,山东,3.632422412978973
2017-01-20,广东,5.444570282653816
2017-01-20,广西,5.450808674658508
2017-01-20,江苏,3.9818421412002847
2017-01-20,江西,5.334408460067593
2017-01-20,浙江,4.640154710090763
2017-01-20,海南,7.304690049468196
2017-01-20,湖北,1.9586696197961901
2017-01-20,湖南,4.3807749512747876
2017-01-20,福建,5.373581317237489
2017-01-20,贵州,5.21240793955624
2017-01-20,重庆,4.082827959314448
2017-01-21,云南,5.372837034638398
2017-01-21,四川,5.187321750602203
2017-01-21,安徽,5.329151277985703
2017-01-21,山东,3.5433138943888984
2017-01-21,广东,5.450307815618117
2017-01-21,广西,5.453318870806212
2017-01-21,江苏,3.986233854556395
2017-01-21,江西,5.348775488353564
2017-01-21,浙江,4.668089973779105
2017-01-21,海南,7.419819848399337
2017-01-21,湖北,1.8131193677875412
2017-01-21,湖南,4.387140454392632
2017-01-21,福建,5.384450592420633
2017-01-21,贵州,5.224093272572088
2017-01-21,重庆,4.054669757527518
2017-01-22,云南,5.37944773083297
2017-01-22,四川,5.200037299819896
2017-01-22,安徽,5.345196960070797
2017-01-22,山东,3.4472129742646977
2017-01-22,广东,5.455450658914656
2017-01-22,广西,5.45566774532537
2017-01-22,江苏,3.9906125139259503
2017-01-22,江西,5.361912057334448
2017-01-22,浙江,4.6951174463447956
2017-01-22,海南,7.54210172677737
2017-01-22,湖北,1.66146761017451
2017-01-22,湖南,4.393479971856674
2017-01-22,福建,5.394383493575808
2017-01-22,贵州,5.2355475990178055
2017-01-22,重庆,4.025951849095131
2017-01-23,云南,5.385716725702756
2017-01-23,四川,5.212234266082214
2017-01-23,安徽,5.359792205400761
