日期,地区,价格
2017-01-01,云南,5.116467336037633
2017-01-01,四川,4.7170546336048185
2017-01-01,安徽,3.960337525267586
2017-01-01,山东,4.247383126122683
2017-01-01,广东,4.964304809430807
2017-01-01,广西,5.300535111036505
2017-01-01,江苏,3.937447651580411
2017-01-01,江西,4.219111498000742
2017-01-01,浙江,3.8293086095910427
2017-01-01,海南,5.940791303946758
2017-01-01,湖北,3.9277919326295443
2017-01-01,湖南,4.090579141438094
2017-01-01,福建,4.609596673595631
2017-01-01,贵州,4.9555805600586185
2017-01-01,重庆,4.557653266931436
2017-01-02,云南,5.122736018815009
2017-01-02,四川,4.724043479862877
2017-01-02,安徽,3.98032526715367
2017-01-02,山东,4.25444714179982
2017-01-02,广东,4.978457232341421
2017-01-02,广西,5.317522777244696
2017-01-02,江苏,3.9547223477516584
2017-01-02,江西,4.2380040959462955
2017-01-02,浙江,3.848376387853324
2017-01-02,海南,5.941333192707882
2017-01-02,湖北,3.935703158251457
2017-01-02,湖南,4.1070083996795885
2017-01-02,福建,4.625968809269869
2017-01-02,贵州,4.961431117268378
2017-01-02,重庆,4.565020449554681
2017-01-03,云南,5.128881382334084
2017-01-03,四川,4.730967152268119
2017-01-03,安徽,4.000077671130601
2017-01-03,山东,4.2617269345981885
2017-01-03,广东,4.99245889207759
2017-01-03,广西,5.333438264671816
2017-01-03,江苏,3.971520559339776
2017-01-03,江西,4.25668030108304
2017-01-03,浙江,3.867186052534609
2017-01-03,海南,5.940727668433295
2017-01-03,湖北,3.9423822002527475
2017-01-03,湖南,4.123142825814201
2017-01-03,福建,4.642170846973209
2017-01-03,贵州,4.9673722853217015
2017-01-03,重庆,4.571388358474068
2017-01-04,云南,5.135020423543345
2017-01-04,四川,4.7378262585934054
2017-01-04,安徽,4.019277878001721
2017-01-04,山东,4.268957083200155
2017-01-04,广东,5.006311394691852
2017-01-04,广西,5.348974970788226
2017-01-04,江苏,3.9878059787579234
2017-01-04,江西,4.274980633518276
2017-01-04,浙江,3.8855034751473734
2017-01-04,海南,5.940143204886394
2017-01-04,湖北,3.9495873796209864
2017-01-04,湖南,4.13952584976476
2017-01-04,福建,4.658213031771915
2017-01-04,贵州,4.973159590861176
2017-01-04,重庆,4.577702766534292
2017-01-05,云南,5.141055170622143
2017-01-05,四川,4.744621400943868
2017-01-05,安徽,4.037924933730281
2017-01-05,山东,4.276132319766155
2017-01-05,广东,5.020016329127765
2017-01-05,广西,5.36311676349313
2017-01-05,江苏,4.004170404758968
2017-01-05,江西,4.29307691430092
2017-01-05,浙江,3.903596743410006
2017-01-05,海南,5.9395722118782075
2017-01-05,湖北,3.9562700603300094
2017-01-05,湖南,4.155680549756117
2017-01-05,福建,4.674083971288529
2017-01-05,贵州,4.978856609124975
2017-01-05,重庆,4.583964123230152
2017-01-06,云南,5.147035443069291
2017-01-06,四川,4.751353175809761
2017-01-06,安徽,4.0561516762362295
2017-01-06,山东,4.283220458094613
2017-01-06,广东,5.03357526740216
2017-01-06,广西,5.377252705370842
2017-01-06,江苏,4.019568578355872
2017-01-06,江西,4.310971418639747
2017-01-06,浙江,3.9215019418788803
2017-01-06,海南,5.939031373873357
2017-01-06,湖北,3.9628768260426392
2017-01-06,湖南,4.170339953227781
2017-01-06,福建,4.689770293216513
2017-01-06,贵州,4.9842242806952015
2017-01-06,重庆,4.590172874279952
2017-01-07,云南,5.152961088566369
