日期,地区,价格
2017-01-01,云南,5.010120998281331
2017-01-01,四川,4.687506905702276
2017-01-01,安徽,3.933691155357757
2017-01-01,山东,4.244793576237664
2017-01-01,广东,4.8289232929185895
2017-01-01,广西,5.233097237223899
2017-01-01,江苏,3.894611397513177
2017-01-01,江西,4.27825076124718
2017-01-01,浙江,3.816595264569985
2017-01-01,海南,6.163192948140886
2017-01-01,湖北,4.003123530423739
2017-01-01,湖南,4.248949798864069
2017-01-01,福建,4.57420140009987
2017-01-01,贵州,4.78356149177354
2017-01-01,重庆,4.576136448351414
2017-01-02,云南,4.980400206568052
2017-01-02,四川,4.659183846922842
2017-01-02,安徽,3.9403410463223913
2017-01-02,山东,4.269663642359219
2017-01-02,广东,4.724192633076818
2017-01-02,广西,5.209731199591248
2017-01-02,江苏,3.8772122894945524
2017-01-02,江西,4.25514840785552
2017-01-02,浙江,3.8156751525126325
2017-01-02,海南,6.311350582694255
2017-01-02,湖北,3.9739911691483245
2017-01-02,湖南,4.261888906475667
2017-01-02,福建,4.517745831638703
2017-01-02,贵州,4.717417791067944
2017-01-02,重庆,4.589617511636792
2017-01-03,云南,4.941514022967842
2017-01-03,四川,4.641708831922409
2017-01-03,安徽,3.948151245607907
2017-01-03,山东,4.286783553346372
2017-01-03,广东,4.6337782296089
2017-01-03,广西,5.163905952313291
2017-01-03,江苏,3.8797863417842704
2017-01-03,江西,4.269704808044763
2017-01-03,浙江,3.8246479101925273
2017-01-03,海南,6.418950657136053
2017-01-03,湖北,3.9559111864459355
2017-01-03,湖南,4.242825779609012
2017-01-03,福建,4.493113198579371
2017-01-03,贵州,4.666041277838644
2017-01-03,重庆,4.5884419101205625
2017-01-04,云南,4.899723409009604
2017-01-04,四川,4.617861300574915
2017-01-04,安徽,3.940750912910566
2017-01-04,山东,4.315168310268615
2017-01-04,广东,4.565777216794324
2017-01-04,广西,5.138190976402091
2017-01-04,江苏,3.8912833180782194
2017-01-04,江西,4.243892279518862
2017-01-04,浙江,3.8231411815365313
2017-01-04,海南,6.565466671292341
2017-01-04,湖北,3.9639461350665464
2017-01-04,湖南,4.2331202827681365
2017-01-04,福建,4.472745422865687
2017-01-04,贵州,4.600248423160035
2017-01-04,重庆,4.596198838089064
2017-01-05,云南,4.879660471284413
2017-01-05,四川,4.601677414085381
2017-01-05,安徽,3.9525938530522255
2017-01-05,山东,4.357080308098949
2017-01-05,广东,4.505598819054709
2017-01-05,广西,5.100391525438166
2017-01-05,江苏,3.893152270693296
2017-01-05,江西,4.234839216177038
2017-01-05,浙江,3.8263513622067764
2017-01-05,海南,6.672197366647746
2017-01-05,湖北,3.95425316725685
2017-01-05,湖南,4.23283693815216
2017-01-05,福建,4.439683891202869
2017-01-05,贵州,4.6094507194745225
2017-01-05,重庆,4.60425481602514
2017-01-06,云南,4.85446874408429
2017-01-06,四川,4.584543467781789
2017-01-06,安徽,3.950256717164398
2017-01-06,山东,4.393074077901442
2017-01-06,广东,4.452843569094727
2017-01-06,广西,5.067653497037838
2017-01-06,江苏,3.8892588338234133
2017-01-06,江西,4.207031732664494
2017-01-06,浙江,3.8298207931443127
2017-01-06,海南,6.831372352406989
2017-01-06,湖北,3.9582976215384935
2017-01-06,湖南,4.229179980841081
2017-01-06,福建,4.406416607014074
2017-01-06,贵州,4.588518408333027
2017-01-06,重庆,4.6094231473799745
2017-01-07,云南,4.828248150735443
