日期,地区,价格
2017-01-01,云南,5.054295582209969
2017-01-01,四川,4.7712043974900915
2017-01-01,安徽,3.9291394514197933
2017-01-01,山东,4.203514176317793
2017-01-01,广东,4.902627084428671
2017-01-01,广西,5.286376050361937
2017-01-01,江苏,3.8945291549790055
2017-01-01,江西,4.249374950757267
2017-01-01,浙江,3.8991896577991048
2017-01-01,海南,5.797793147420138
2017-01-01,湖北,3.966271389723781
2017-01-01,湖南,4.191119694724107
2017-01-01,福建,4.5539374981016785
2017-01-01,贵州,4.555507122436787
2017-01-01,重庆,4.548483177746037
2017-01-02,云南,5.063220178426545
2017-01-02,四川,4.757522297432338
2017-01-02,安徽,3.9054982397543743
2017-01-02,山东,4.213427854565665
2017-01-02,广东,4.875478226324093
2017-01-02,广西,5.32651379020565
2017-01-02,江苏,3.8726484038479128
2017-01-02,江西,4.187289281977971
2017-01-02,浙江,3.885701877871868
2017-01-02,海南,5.701015087666583
2017-01-02,湖北,3.9437206568358603
2017-01-02,湖南,4.284786300667557
2017-01-02,福建,4.4834294372951
2017-01-02,贵州,4.654958195772746
2017-01-02,重庆,4.560933011362925
2017-01-03,云南,5.072391184294669
2017-01-03,四川,4.734018969727596
2017-01-03,安徽,3.915657700203072
2017-01-03,山东,4.19716521172739
2017-01-03,广东,4.880554649454728
2017-01-03,广西,5.311656670824666
2017-01-03,江苏,3.8976667531209297
2017-01-03,江西,4.197772862597951
2017-01-03,浙江,3.912020073325611
2017-01-03,海南,5.643195107628483
2017-01-03,湖北,3.908330700155601
2017-01-03,湖南,4.255900744323522
2017-01-03,福建,4.420208440113463
2017-01-03,贵州,4.931631671241141
2017-01-03,重庆,4.552473574781863
2017-01-04,云南,5.05796119401261
2017-01-04,四川,4.735383557830598
2017-01-04,安徽,3.9299930993325556
2017-01-04,山东,4.199423631115401
2017-01-04,广东,4.853630950813236
2017-01-04,广西,5.300503341394219
2017-01-04,江苏,3.8880408548547076
2017-01-04,江西,4.211215292274838
2017-01-04,浙江,3.905408146940299
2017-01-04,海南,5.606770546880763
2017-01-04,湖北,3.922919808146158
2017-01-04,湖南,4.208366347730956
2017-01-04,福建,4.318288444997143
2017-01-04,贵州,4.651037791876228
2017-01-04,重庆,4.551573634754527
2017-01-05,云南,5.065486343688902
2017-01-05,四川,4.749369156863629
2017-01-05,安徽,3.914785169024234
2017-01-05,山东,4.198274960097128
2017-01-05,广东,4.834800326907266
2017-01-05,广西,5.310684324556937
2017-01-05,江苏,3.8793162271304
2017-01-05,江西,4.1799978267141515
2017-01-05,浙江,3.889371815579897
2017-01-05,海南,5.560724186517988
2017-01-05,湖北,3.9430595740598093
2017-01-05,湖南,4.195719110904048
2017-01-05,福建,4.272976058931101
2017-01-05,贵州,4.494067824816435
2017-01-05,重庆,4.553909062989005
2017-01-06,云南,5.07478465806304
2017-01-06,四川,4.7463248053616836
2017-01-06,安徽,3.9156472059558336
2017-01-06,山东,4.195432286157632
2017-01-06,广东,4.821790102215144
2017-01-06,广西,5.313335468726871
