日期,地区,价格
2017-01-01,云南,5.110000000000015
2017-01-01,四川,4.71
2017-01-01,安徽,4.024163824082633
2017-01-01,山东,4.240000000000003
2017-01-01,广东,4.950000000000004
2017-01-01,广西,5.492626292806998
2017-01-01,江苏,3.920000000000002
2017-01-01,江西,4.200000000000001
2017-01-01,浙江,3.8099999999999974
2017-01-01,海南,5.939999999999995
2017-01-01,湖北,4.075633119012758
2017-01-01,湖南,4.177518445480684
2017-01-01,福建,4.589999999999997
2017-01-01,贵州,4.950000000000004
2017-01-01,重庆,4.549999999999999
2017-01-02,云南,5.110000000000018
2017-01-02,四川,4.710000000000002
2017-01-02,安徽,4.040541606639314
2017-01-02,山东,4.240000000000003
2017-01-02,广东,4.950000000000007
2017-01-02,广西,5.661079980967718
2017-01-02,江苏,3.920000000000004
2017-01-02,江西,4.200000000000002
2017-01-02,浙江,3.809999999999994
2017-01-02,海南,5.939999999999988
2017-01-02,湖北,4.118264851695497
2017-01-02,湖南,4.376141902268981
2017-01-02,福建,4.589999999999998
2017-01-02,贵州,4.949999999999998
2017-01-02,重庆,4.549999999999997
2017-01-03,云南,5.110000000000032
2017-01-03,四川,4.710000000000003
2017-01-03,安徽,4.1070215268129004
2017-01-03,山东,4.240000000000005
2017-01-03,广东,4.950000000000011
2017-01-03,广西,5.811714177006956
2017-01-03,江苏,3.9200000000000053
2017-01-03,江西,4.200000000000003
2017-01-03,浙江,3.8099999999999907
2017-01-03,海南,5.939999999999982
2017-01-03,湖北,4.272274520493758
2017-01-03,湖南,4.383947365513905
2017-01-03,福建,4.589999999999997
2017-01-03,贵州,4.950000000000002
2017-01-03,重庆,4.549999999999996
2017-01-04,云南,5.1100000000000465
2017-01-04,四川,4.7100000000000035
2017-01-04,安徽,4.154678470392614
2017-01-04,山东,4.240000000000009
2017-01-04,广东,4.950000000000015
2017-01-04,广西,6.0570378079112395
2017-01-04,江苏,3.9200000000000075
2017-01-04,江西,4.200000000000004
2017-01-04,浙江,3.8099999999999876
2017-01-04,海南,5.939999999999975
2017-01-04,湖北,4.448742382346765
2017-01-04,湖南,4.367100537330779
2017-01-04,福建,4.5900000000000025
2017-01-04,贵州,4.950000000000006
2017-01-04,重庆,4.5499999999999945
2017-01-05,云南,5.110000000000054
2017-01-05,四川,4.710000000000005
2017-01-05,安徽,4.227189226331904
2017-01-05,山东,4.240000000000013
2017-01-05,广东,4.95000000000002
2017-01-05,广西,6.263067189525284
2017-01-05,江苏,3.9200000000000093
2017-01-05,江西,4.200000000000005
2017-01-05,浙江,3.8099999999999845
2017-01-05,海南,5.939999999999967
2017-01-05,湖北,4.603528644740389
2017-01-05,湖南,4.506828975720703
2017-01-05,福建,4.590000000000006
2017-01-05,贵州,4.950000000000015
2017-01-05,重庆,4.549999999999993
2017-01-06,云南,5.11000000000006
2017-01-06,四川,4.710000000000006
2017-01-06,安徽,4.291518394843092
2017-01-06,山东,4.240000000000013
2017-01-06,广东,4.950000000000025
2017-01-06,广西,6.477461123945677
2017-01-06,江苏,3.9200000000000106
2017-01-06,江西,4.2000000000000055
2017-01-06,浙江,3.809999999999981
2017-01-06,海南,5.939999999999959
2017-01-06,湖北,4.762540059247158
2017-01-06,湖南,4.593073742560724
2017-01-06,福建,4.590000000000018
2017-01-06,贵州,4.950000000000019
2017-01-06,重庆,4.549999999999991
2017-01-07,云南,5.110000000000076
2017-01-07,四川,4.710000000000008
2017-01-07,安徽,4.247204294764118
2017-01-07,山东,4.240000000000016
2017-01-07,广东,4.95000000000003
2017-01-07,广西,6.726946997914291
2017-01-07,江苏,3.9200000000000124
2017-01-07,江西,4.200000000000007
2017-01-07,浙江,3.8099999999999783
2017-01-07,海南,5.939999999999952
2017-01-07,湖北,4.938478460118648
2017-01-07,湖南,4.694300733028632
2017-01-07,福建,4.5900000000000265
2017-01-07,贵州,4.950000000000024
2017-01-07,重庆,4.54999999999999
2017-01-08,云南,5.110000000000072
2017-01-08,四川,4.710000000000011
2017-01-08,安徽,4.276332569587337
2017-01-08,山东,4.240000000000019
2017-01-08,广东,4.950000000000035
2017-01-08,广西,6.998125882727508
2017-01-08,江苏,3.9200000000000133
2017-01-08,江西,4.200000000000009
2017-01-08,浙江,3.809999999999975
2017-01-08,海南,5.939999999999946
2017-01-08,湖北,5.117256608666362
2017-01-08,湖南,4.833220379320887
2017-01-08,福建,4.5900000000000345
2017-01-08,贵州,4.950000000000023
2017-01-08,重庆,4.549999999999989
2017-01-09,云南,5.110000000000096
2017-01-09,四川,4.710000000000013
2017-01-09,安徽,4.27382429854016
2017-01-09,山东,4.240000000000021
2017-01-09,广东,4.95000000000004
2017-01-09,广西,7.31680985562107
2017-01-09,江苏,3.9200000000000146
